total_reward,episode_length,epsilon,game_won,timeout,final_territory,final_army,episode,timestamp
-34.30000000000201,5000,0.05,0.0,True,12,470,362,1749855666.3239863
-39.90000000000022,5000,0.05,0.0,True,7,410,363,1749855666.3249714
-37.590000000001424,5000,0.05,0.0,True,9,441,364,1749855666.3257422
59.209999999999084,5000,0.05,0.0,True,7,421,365,1749855666.3264112
-34.55000000000236,5000,0.05,0.0,True,12,445,366,1749855666.3270025
-34.34000000000211,5000,0.05,0.0,True,12,466,367,1749855666.327498
-34.3700000000024,5000,0.05,0.0,True,12,463,368,1749855666.3279743
-0.01,1,0.05,0.0,False,9,427,369,1749855666.414053
-0.01,1,0.05,0.0,False,12,470,370,1749855666.4153655
-0.01,1,0.05,0.0,False,7,410,371,1749855666.4163258
-0.01,1,0.05,0.0,False,9,441,372,1749855666.416847
0.09000000000000001,1,0.05,0.0,False,7,421,373,1749855666.4173474
-0.01,1,0.05,0.0,False,12,445,374,1749855666.4178195
-0.01,1,0.05,0.0,False,12,466,375,1749855666.4183002
-0.01,1,0.05,0.0,False,12,463,376,1749855666.4187276
-36.800000000001326,5000,0.05,0.0,True,10,420,377,1749856007.4375103
-37.790000000001505,5000,0.05,0.0,True,9,421,378,1749856007.4395733
-36.75000000000154,5000,0.05,0.0,True,10,425,379,1749856007.4403672
-41.46000000000039,5000,0.05,0.0,True,6,354,380,1749856007.4408398
-38.880000000000614,5000,0.05,0.0,True,8,412,381,1749856007.4413474
-37.93000000000163,5000,0.05,0.0,True,9,407,382,1749856007.4417932
-34.43000000000182,5000,0.05,0.0,True,12,457,383,1749856007.4422133
-38.870000000000616,5000,0.05,0.0,True,8,413,384,1749856007.4426675
-0.01,1,0.05,0.0,False,10,420,385,1749856007.5127869
-0.01,1,0.05,0.0,False,9,421,386,1749856007.5137064
-0.01,1,0.05,0.0,False,10,425,387,1749856007.5141382
-0.01,1,0.05,0.0,False,6,354,388,1749856007.5145397
-0.01,1,0.05,0.0,False,8,412,389,1749856007.5149667
-0.01,1,0.05,0.0,False,9,407,390,1749856007.5153708
-0.01,1,0.05,0.0,False,12,457,391,1749856007.5158
-0.01,1,0.05,0.0,False,8,413,392,1749856007.516198
-40.36000000000046,5000,0.05,0.0,True,7,364,393,1749856332.3581812
-38.13000000000087,5000,0.05,0.0,True,9,387,394,1749856332.3595092
-38.16000000000137,5000,0.05,0.0,True,9,384,395,1749856332.359989
-35.89000000000133,5000,0.05,0.0,True,11,411,396,1749856332.3604622
-41.44000000000008,5000,0.05,0.0,True,6,356,397,1749856332.360918
-35.940000000001284,5000,0.05,0.0,True,11,406,398,1749856332.3613765
-40.390000000000725,5000,0.05,0.0,True,7,361,399,1749856332.361825
-35.86000000000134,5000,0.05,0.0,True,11,414,400,1749856332.3622677
-0.01,1,0.05,0.0,False,7,364,401,1749856332.437606
-0.01,1,0.05,0.0,False,9,387,402,1749856332.4393396
-0.01,1,0.05,0.0,False,9,384,403,1749856332.4399242
-0.01,1,0.05,0.0,False,11,411,404,1749856332.4405277
-0.01,1,0.05,0.0,False,6,356,405,1749856332.440963
-0.01,1,0.05,0.0,False,11,406,406,1749856332.4414382
-0.01,1,0.05,0.0,False,7,361,407,1749856332.4419236
-0.01,1,0.05,0.0,False,11,414,408,1749856332.4423604
-37.90000000000098,5000,0.05,0.0,True,9,410,409,1749856660.6043575
-39.08000000000091,5000,0.05,0.0,True,8,392,410,1749856660.6057594
-39.01000000000075,5000,0.05,0.0,True,8,399,411,1749856660.60688
-40.05000000000092,5000,0.05,0.0,True,7,395,412,1749856660.6074848
-37.82000000000117,5000,0.05,0.0,True,9,418,413,1749856660.6079552
-38.930000000000966,5000,0.05,0.0,True,8,407,414,1749856660.6084862
-38.94000000000096,5000,0.05,0.0,True,8,406,415,1749856660.6090024
-35.63000000000159,5000,0.05,0.0,True,11,437,416,1749856660.6095097
-0.01,1,0.05,0.0,False,9,410,417,1749856660.683067
-0.01,1,0.05,0.0,False,8,392,418,1749856660.684204
-0.01,1,0.05,0.0,False,8,399,419,1749856660.6847236
-0.01,1,0.05,0.0,False,7,395,420,1749856660.6851895
-0.01,1,0.05,0.0,False,9,418,421,1749856660.6856568
-0.01,1,0.05,0.0,False,8,407,422,1749856660.6860962
-0.01,1,0.05,0.0,False,8,406,423,1749856660.6865196
-0.01,1,0.05,0.0,False,11,437,424,1749856660.6869164
-36.300000000001475,5000,0.05,0.0,True,10,470,425,1749857030.8604903
-36.2900000000015,5000,0.05,0.0,True,10,471,426,1749857030.862959
-34.170000000001686,5000,0.05,0.0,True,12,483,427,1749857030.863639
-36.2800000000015,5000,0.05,0.0,True,10,472,428,1749857030.8642185
-35.280000000001834,5000,0.05,0.0,True,11,472,429,1749857030.864852
-36.2700000000015,5000,0.05,0.0,True,10,473,430,1749857030.8655474
-36.430000000001435,5000,0.05,0.0,True,10,457,431,1749857030.8662038
-35.26000000000184,5000,0.05,0.0,True,11,474,432,1749857030.8670468
-0.01,1,0.05,0.0,False,10,470,433,1749857030.958376
0.0,1,0.05,0.0,False,10,472,434,1749857030.9595418
0.0,1,0.05,0.0,False,12,484,435,1749857030.9602342
0.0,1,0.05,0.0,False,10,473,436,1749857030.9607446
0.0,1,0.05,0.0,False,11,473,437,1749857030.961295
0.0,1,0.05,0.0,False,10,474,438,1749857030.961817
0.0,1,0.05,0.0,False,10,458,439,1749857030.9623165
0.0,1,0.05,0.0,False,11,475,440,1749857030.962806
-37.760000000001384,5000,0.05,0.0,True,9,424,441,1749857368.2018547
-36.82000000000173,5000,0.05,0.0,True,10,418,442,1749857368.2034595
-37.840000000001325,5000,0.05,0.0,True,9,416,443,1749857368.2039483
-35.67000000000162,5000,0.05,0.0,True,11,433,444,1749857368.2044065
-34.59000000000214,5000,0.05,0.0,True,12,441,445,1749857368.2048426
-38.94000000000096,5000,0.05,0.0,True,8,406,446,1749857368.205371
-37.94000000000132,5000,0.05,0.0,True,9,406,447,1749857368.205822
-36.780000000001365,5000,0.05,0.0,True,10,422,448,1749857368.2062733
-0.01,1,0.05,0.0,False,9,424,449,1749857368.2748196
-0.01,1,0.05,0.0,False,10,418,450,1749857368.2756886
-0.01,1,0.05,0.0,False,9,416,451,1749857368.2761192
-0.01,1,0.05,0.0,False,11,433,452,1749857368.276535
-0.01,1,0.05,0.0,False,12,441,453,1749857368.2769003
-0.01,1,0.05,0.0,False,8,406,454,1749857368.277258
-0.01,1,0.05,0.0,False,9,406,455,1749857368.2776127
-0.01,1,0.05,0.0,False,10,422,456,1749857368.2779763
-35.80000000000169,5000,0.05,0.0,True,11,420,457,1749857703.756262
-34.74000000000209,5000,0.05,0.0,True,12,426,458,1749857703.7572684
-35.94000000000189,5000,0.05,0.0,True,11,406,459,1749857703.7577996
-35.79000000000169,5000,0.05,0.0,True,11,421,460,1749857703.7582395
-36.84000000000151,5000,0.05,0.0,True,10,416,461,1749857703.7587059
-34.65000000000195,5000,0.05,0.0,True,12,435,462,1749857703.7591286
-34.79000000000227,5000,0.05,0.0,True,12,421,463,1749857703.7595673
-35.810000000001686,5000,0.05,0.0,True,11,419,464,1749857703.7599795
-0.01,1,0.05,0.0,False,11,420,465,1749857703.8346326
-0.01,1,0.05,0.0,False,12,426,466,1749857703.835523
-0.01,1,0.05,0.0,False,11,406,467,1749857703.8359184
-0.01,1,0.05,0.0,False,11,421,468,1749857703.8362856
-0.01,1,0.05,0.0,False,10,416,469,1749857703.836662
-0.01,1,0.05,0.0,False,12,435,470,1749857703.837071
-0.01,1,0.05,0.0,False,12,421,471,1749857703.8375046
-0.01,1,0.05,0.0,False,11,419,472,1749857703.8378792
-36.370000000001426,5000,0.05,0.0,True,10,463,473,1749858059.9555297
-34.23000000000184,5000,0.05,0.0,True,12,477,474,1749858059.9565332
-37.60000000000103,5000,0.05,0.0,True,9,440,475,1749858059.957212
-34.28000000000169,5000,0.05,0.0,True,12,472,476,1749858059.9577851
-37.6400000000009,5000,0.05,0.0,True,9,436,477,1749858059.9582791
-39.15000000000088,5000,0.05,0.0,True,8,385,478,1749858059.9587305
-36.36000000000129,5000,0.05,0.0,True,10,464,479,1749858059.9591556
-37.63000000000069,5000,0.05,0.0,True,9,437,480,1749858059.959663
-0.01,1,0.05,0.0,False,10,463,481,1749858060.0333118
-0.01,1,0.05,0.0,False,12,477,482,1749858060.0343533
-0.01,1,0.05,0.0,False,9,440,483,1749858060.0348678
-0.01,1,0.05,0.0,False,12,472,484,1749858060.03532
-0.01,1,0.05,0.0,False,9,436,485,1749858060.0357141
-0.01,1,0.05,0.0,False,8,385,486,1749858060.0360942
-0.01,1,0.05,0.0,False,10,464,487,1749858060.036529
-0.01,1,0.05,0.0,False,9,437,488,1749858060.03691
-35.55000000000179,5000,0.05,0.0,True,11,445,489,1749858409.3943944
-34.620000000001674,5000,0.05,0.0,True,12,438,490,1749858409.3953133
-35.49000000000193,5000,0.05,0.0,True,11,451,491,1749858409.3958058
-35.540000000001456,5000,0.05,0.0,True,11,446,492,1749858409.3962095
-35.48000000000185,5000,0.05,0.0,True,11,452,493,1749858409.3966315
-36.58000000000168,5000,0.05,0.0,True,10,442,494,1749858409.3970525
-35.49000000000162,5000,0.05,0.0,True,11,451,495,1749858409.3974764
-32.3200000000025,5000,0.05,0.0,True,14,468,496,1749858409.3978713
-0.01,1,0.05,0.0,False,11,445,497,1749858409.465967
-0.01,1,0.05,0.0,False,12,438,498,1749858409.4668396
-0.01,1,0.05,0.0,False,11,451,499,1749858409.4672437
-0.01,1,0.05,0.0,False,11,446,500,1749858409.4676056
-0.01,1,0.05,0.0,False,11,452,501,1749858409.468026
-0.01,1,0.05,0.0,False,10,442,502,1749858409.4683886
-0.01,1,0.05,0.0,False,11,451,503,1749858409.4687474
-0.01,1,0.05,0.0,False,14,468,504,1749858409.469159
-36.91000000000184,5000,0.05,0.0,True,10,409,505,1749858744.0667737
-35.710000000001976,5000,0.05,0.0,True,11,429,506,1749858744.0677586
-37.69000000000107,5000,0.05,0.0,True,9,431,507,1749858744.0683565
-38.9600000000006,5000,0.05,0.0,True,8,404,508,1749858744.0688694
-39.05000000000034,5000,0.05,0.0,True,8,395,509,1749858744.0693069
-39.030000000000335,5000,0.05,0.0,True,8,397,510,1749858744.0697644
-36.65000000000142,5000,0.05,0.0,True,10,435,511,1749858744.070225
-36.970000000001285,5000,0.05,0.0,True,10,403,512,1749858744.0706315
-0.01,1,0.05,0.0,False,10,409,513,1749858744.1365361
-0.01,1,0.05,0.0,False,11,429,514,1749858744.1374242
-0.01,1,0.05,0.0,False,9,431,515,1749858744.1378198
-0.01,1,0.05,0.0,False,8,404,516,1749858744.1381855
-0.01,1,0.05,0.0,False,8,395,517,1749858744.1385472
-0.01,1,0.05,0.0,False,8,397,518,1749858744.138904
-0.01,1,0.05,0.0,False,10,435,519,1749858744.1393154
-0.01,1,0.05,0.0,False,10,403,520,1749858744.1396687
-37.820000000001194,5000,0.05,0.0,True,9,418,521,1749859072.050032
-37.92000000000096,5000,0.05,0.0,True,9,408,522,1749859072.0512536
-38.08000000000053,5000,0.05,0.0,True,9,392,523,1749859072.0520353
-36.800000000001695,5000,0.05,0.0,True,10,420,524,1749859072.0525324
-38.03000000000109,5000,0.05,0.0,True,9,397,525,1749859072.0529964
-39.07000000000091,5000,0.05,0.0,True,8,393,526,1749859072.0534263
-37.860000000001335,5000,0.05,0.0,True,9,414,527,1749859072.0538812
-35.7900000000017,5000,0.05,0.0,True,11,421,528,1749859072.0543447
-0.01,1,0.05,0.0,False,9,418,529,1749859072.119749
-0.01,1,0.05,0.0,False,9,408,530,1749859072.1206717
-0.01,1,0.05,0.0,False,9,392,531,1749859072.121214
-0.01,1,0.05,0.0,False,10,420,532,1749859072.1216187
-0.01,1,0.05,0.0,False,9,397,533,1749859072.1219935
-0.01,1,0.05,0.0,False,8,393,534,1749859072.1223714
-0.01,1,0.05,0.0,False,9,414,535,1749859072.122742
-0.01,1,0.05,0.0,False,11,421,536,1749859072.1231573
-34.44000000000183,5000,0.05,0.0,True,12,456,537,1749859408.9870567
-36.900000000000865,5000,0.05,0.0,True,10,410,538,1749859408.9882495
-37.820000000001,5000,0.05,0.0,True,9,418,539,1749859408.9889493
-33.56000000000198,5000,0.05,0.0,True,13,444,540,1749859408.989398
-35.540000000001655,5000,0.05,0.0,True,11,446,541,1749859408.9898226
-38.85000000000093,5000,0.05,0.0,True,8,415,542,1749859408.9902275
-35.71000000000137,5000,0.05,0.0,True,11,429,543,1749859408.9906626
-34.43000000000185,5000,0.05,0.0,True,12,457,544,1749859408.991126
-0.01,1,0.05,0.0,False,12,456,545,1749859409.0579903
-0.01,1,0.05,0.0,False,10,410,546,1749859409.0589116
-0.01,1,0.05,0.0,False,9,418,547,1749859409.0593536
-0.01,1,0.05,0.0,False,13,444,548,1749859409.0597878
-0.01,1,0.05,0.0,False,11,446,549,1749859409.0602424
-0.01,1,0.05,0.0,False,8,415,550,1749859409.0606482
-0.01,1,0.05,0.0,False,11,429,551,1749859409.0610695
-0.01,1,0.05,0.0,False,12,457,552,1749859409.0614872
-35.74000000000162,5000,0.05,0.0,True,11,426,553,1749859745.1802824
-36.6600000000016,5000,0.05,0.0,True,10,434,554,1749859745.1817355
-36.680000000001385,5000,0.05,0.0,True,10,432,555,1749859745.1825943
-36.16000000000219,5000,0.05,0.0,True,11,384,556,1749859745.1833453
-34.55000000000196,5000,0.05,0.0,True,12,445,557,1749859745.18411
-37.85000000000133,5000,0.05,0.0,True,9,415,558,1749859745.1847649
-35.82000000000186,5000,0.05,0.0,True,11,418,559,1749859745.1858182
-35.76000000000168,5000,0.05,0.0,True,11,424,560,1749859745.1864653
0.0,1,0.05,0.0,False,11,427,561,1749859745.2558742
0.0,1,0.05,0.0,False,10,435,562,1749859745.2568455
0.0,1,0.05,0.0,False,10,433,563,1749859745.2573178
0.0,1,0.05,0.0,False,11,385,564,1749859745.2577047
0.0,1,0.05,0.0,False,12,446,565,1749859745.2580833
0.0,1,0.05,0.0,False,9,416,566,1749859745.2585042
0.0,1,0.05,0.0,False,11,419,567,1749859745.2588894
-0.01,1,0.05,0.0,False,11,424,568,1749859745.259265
-36.83000000000148,5000,0.05,0.0,True,10,417,569,1749860074.1179445
-38.03000000000125,5000,0.05,0.0,True,9,397,570,1749860074.1190498
-36.90000000000161,5000,0.05,0.0,True,10,410,571,1749860074.1195478
-37.96000000000111,5000,0.05,0.0,True,9,404,572,1749860074.1200686
-35.78000000000186,5000,0.05,0.0,True,11,422,573,1749860074.1205509
-34.70000000000179,5000,0.05,0.0,True,12,430,574,1749860074.1210215
-37.990000000000705,5000,0.05,0.0,True,9,401,575,1749860074.1214383
-34.690000000002094,5000,0.05,0.0,True,12,431,576,1749860074.1218808
-0.01,1,0.05,0.0,False,10,417,577,1749860074.1878223
-0.01,1,0.05,0.0,False,9,397,578,1749860074.1888187
-0.01,1,0.05,0.0,False,10,410,579,1749860074.1892543
-0.01,1,0.05,0.0,False,9,404,580,1749860074.1900172
-0.01,1,0.05,0.0,False,11,422,581,1749860074.1907568
-0.01,1,0.05,0.0,False,12,430,582,1749860074.1911616
-0.01,1,0.05,0.0,False,9,401,583,1749860074.1915917
-0.01,1,0.05,0.0,False,12,431,584,1749860074.191991
-38.93000000000111,5000,0.05,0.0,True,8,407,585,1749860412.5507662
-37.94000000000089,5000,0.05,0.0,True,9,406,586,1749860412.5517771
-39.03000000000076,5000,0.05,0.0,True,8,397,587,1749860412.5522356
-35.68000000000181,5000,0.05,0.0,True,11,432,588,1749860412.552841
-37.88000000000129,5000,0.05,0.0,True,9,412,589,1749860412.5533116
-38.90000000000075,5000,0.05,0.0,True,8,410,590,1749860412.5537686
-37.91000000000164,5000,0.05,0.0,True,9,409,591,1749860412.554257
-41.05000000000053,5000,0.05,0.0,True,6,395,592,1749860412.554684
-0.01,1,0.05,0.0,False,8,407,593,1749860412.6523993
-0.01,1,0.05,0.0,False,9,406,594,1749860412.6541693
-0.01,1,0.05,0.0,False,8,397,595,1749860412.6552033
-0.01,1,0.05,0.0,False,11,432,596,1749860412.655921
-0.01,1,0.05,0.0,False,9,412,597,1749860412.6565998
-0.01,1,0.05,0.0,False,8,410,598,1749860412.6570334
-0.01,1,0.05,0.0,False,9,409,599,1749860412.6574216
-0.01,1,0.05,0.0,False,6,395,600,1749860412.6578271
-34.67000000000249,5000,0.05,0.0,True,12,433,601,1749860775.3831031
-34.25000000000223,5000,0.05,0.0,True,12,475,602,1749860775.3843536
-37.380000000001274,5000,0.05,0.0,True,9,462,603,1749860775.384924
-34.09000000000208,5000,0.05,0.0,True,12,491,604,1749860775.3854184
-34.20000000000234,5000,0.05,0.0,True,12,480,605,1749860775.385819
-34.21000000000222,5000,0.05,0.0,True,12,479,606,1749860775.3862252
-32.19000000000264,5000,0.05,0.0,True,14,481,607,1749860775.3866682
-34.29000000000237,5000,0.05,0.0,True,12,471,608,1749860775.3870926
-0.01,1,0.05,0.0,False,12,433,609,1749860775.4610271
-0.01,1,0.05,0.0,False,12,475,610,1749860775.462046
-0.01,1,0.05,0.0,False,9,462,611,1749860775.4626856
-0.01,1,0.05,0.0,False,12,491,612,1749860775.4632955
-0.01,1,0.05,0.0,False,12,480,613,1749860775.4638157
-0.01,1,0.05,0.0,False,12,479,614,1749860775.464276
-0.01,1,0.05,0.0,False,14,481,615,1749860775.464655
-0.01,1,0.05,0.0,False,12,471,616,1749860775.4650176
-37.640000000001,5000,0.05,0.0,True,9,436,617,1749861132.7282934
-36.5700000000019,5000,0.05,0.0,True,10,443,618,1749861132.7294583
-35.32000000000167,5000,0.05,0.0,True,11,468,619,1749861132.7299266
-37.570000000001166,5000,0.05,0.0,True,9,443,620,1749861132.7303746
-37.65000000000154,5000,0.05,0.0,True,9,435,621,1749861132.7308018
-37.620000000001355,5000,0.05,0.0,True,9,438,622,1749861132.7312179
-36.50000000000156,5000,0.05,0.0,True,10,450,623,1749861132.7317026
-36.460000000001614,5000,0.05,0.0,True,10,454,624,1749861132.7321117
0.0,1,0.05,0.0,False,9,437,625,1749861132.8006132
0.0,1,0.05,0.0,False,10,444,626,1749861132.802038
0.0,1,0.05,0.0,False,11,469,627,1749861132.8026636
-0.01,1,0.05,0.0,False,9,443,628,1749861132.803217
-0.01,1,0.05,0.0,False,9,435,629,1749861132.8036935
-0.01,1,0.05,0.0,False,9,438,630,1749861132.8040977
-0.01,1,0.05,0.0,False,10,450,631,1749861132.804544
-0.01,1,0.05,0.0,False,10,454,632,1749861132.8049269
-37.52000000000121,5000,0.05,0.0,True,9,448,633,1749861487.483205
-35.430000000001755,5000,0.05,0.0,True,11,457,634,1749861487.4848154
-38.67000000000118,5000,0.05,0.0,True,8,433,635,1749861487.4859393
-37.65000000000101,5000,0.05,0.0,True,9,435,636,1749861487.4866357
-37.770000000000415,5000,0.05,0.0,True,9,423,637,1749861487.4872155
-37.5500000000012,5000,0.05,0.0,True,9,445,638,1749861487.4878094
-37.74000000000076,5000,0.05,0.0,True,9,426,639,1749861487.4882994
-40.21000000000013,5000,0.05,0.0,True,7,379,640,1749861487.4887662
-0.01,1,0.05,0.0,False,9,448,641,1749861487.5615296
-0.01,1,0.05,0.0,False,11,457,642,1749861487.5624924
-0.01,1,0.05,0.0,False,8,433,643,1749861487.5629861
-0.01,1,0.05,0.0,False,9,435,644,1749861487.5633922
-0.01,1,0.05,0.0,False,9,423,645,1749861487.5637822
-0.01,1,0.05,0.0,False,9,445,646,1749861487.56415
-0.01,1,0.05,0.0,False,9,426,647,1749861487.564517
-0.01,1,0.05,0.0,False,7,379,648,1749861487.5649092
-39.71000000000077,5000,0.05,0.0,True,7,429,649,1749861843.0861976
-38.97000000000072,5000,0.05,0.0,True,8,403,650,1749861843.0886676
-37.580000000001256,5000,0.05,0.0,True,9,442,651,1749861843.090254
-36.56000000000173,5000,0.05,0.0,True,10,444,652,1749861843.0911362
-37.56000000000141,5000,0.05,0.0,True,9,444,653,1749861843.0916984
-36.5300000000018,5000,0.05,0.0,True,10,447,654,1749861843.0923371
-40.22000000000084,5000,0.05,0.0,True,7,378,655,1749861843.0928411
296.5000000000001,5000,0.05,0.0,True,9,610,656,1749861843.0932972
-0.01,1,0.05,0.0,False,7,429,657,1749861843.1721406
-0.01,1,0.05,0.0,False,8,403,658,1749861843.1732335
-0.01,1,0.05,0.0,False,9,442,659,1749861843.1739123
-0.01,1,0.05,0.0,False,10,444,660,1749861843.1744654
-0.01,1,0.05,0.0,False,9,444,661,1749861843.1749403
-0.01,1,0.05,0.0,False,10,447,662,1749861843.1753242
-0.01,1,0.05,0.0,False,7,378,663,1749861843.175693
0.09000000000000001,1,0.05,0.0,False,9,610,664,1749861843.176061
-39.150000000001256,5000,0.05,0.0,True,8,385,665,1749862166.8986306
-36.160000000001226,5000,0.05,0.0,True,11,384,666,1749862166.8996007
-39.21000000000087,5000,0.05,0.0,True,8,379,667,1749862166.9002519
-39.13000000000125,5000,0.05,0.0,True,8,387,668,1749862166.9007597
-36.830000000001164,5000,0.05,0.0,True,10,417,669,1749862166.901234
-39.140000000001265,5000,0.05,0.0,True,8,386,670,1749862166.9016614
-39.13000000000106,5000,0.05,0.0,True,8,387,671,1749862166.9021294
-38.18000000000088,5000,0.05,0.0,True,9,382,672,1749862166.9025488
-0.01,1,0.05,0.0,False,8,385,673,1749862166.9715917
-0.01,1,0.05,0.0,False,11,384,674,1749862166.9726274
-0.01,1,0.05,0.0,False,8,379,675,1749862166.9730308
-0.01,1,0.05,0.0,False,8,387,676,1749862166.973448
-0.01,1,0.05,0.0,False,10,417,677,1749862166.9738197
-0.01,1,0.05,0.0,False,8,386,678,1749862166.974187
-0.01,1,0.05,0.0,False,8,387,679,1749862166.9745643
-0.01,1,0.05,0.0,False,9,382,680,1749862166.974934
-37.85000000000083,5000,0.05,0.0,True,9,415,681,1749862515.8276587
-42.02000000000018,5000,0.05,0.0,True,5,398,682,1749862515.8287652
-38.74000000000079,5000,0.05,0.0,True,8,426,683,1749862515.8292167
-38.920000000000385,5000,0.05,0.0,True,8,408,684,1749862515.8296876
-37.77000000000114,5000,0.05,0.0,True,9,423,685,1749862515.8301976
-38.780000000000946,5000,0.05,0.0,True,8,422,686,1749862515.830637
-37.680000000000945,5000,0.05,0.0,True,9,432,687,1749862515.831092
-39.76000000000059,5000,0.05,0.0,True,7,424,688,1749862515.8315277
-0.01,1,0.05,0.0,False,9,415,689,1749862515.9212713
-0.01,1,0.05,0.0,False,5,398,690,1749862515.9223058
-0.01,1,0.05,0.0,False,8,426,691,1749862515.9228106
-0.01,1,0.05,0.0,False,8,408,692,1749862515.9232128
-0.01,1,0.05,0.0,False,9,423,693,1749862515.9236705
-0.01,1,0.05,0.0,False,8,422,694,1749862515.9240606
-0.01,1,0.05,0.0,False,9,432,695,1749862515.9244766
-0.01,1,0.05,0.0,False,7,424,696,1749862515.9248621
-34.140000000001685,5000,0.05,0.0,True,12,486,697,1749862874.4976642
-38.55000000000085,5000,0.05,0.0,True,8,445,698,1749862874.499082
-34.27000000000214,5000,0.05,0.0,True,12,473,699,1749862874.4997156
-39.69000000000061,5000,0.05,0.0,True,7,431,700,1749862874.5002046
-36.350000000001444,5000,0.05,0.0,True,10,465,701,1749862874.5006762
-37.500000000001215,5000,0.05,0.0,True,9,450,702,1749862874.5011454
-35.27000000000146,5000,0.05,0.0,True,11,473,703,1749862874.5016046
-40.82000000000025,5000,0.05,0.0,True,6,418,704,1749862874.5020375
-0.01,1,0.05,0.0,False,12,486,705,1749862874.5682383
-0.01,1,0.05,0.0,False,8,445,706,1749862874.5692072
-0.01,1,0.05,0.0,False,12,473,707,1749862874.569639
-0.01,1,0.05,0.0,False,7,431,708,1749862874.5700295
-0.01,1,0.05,0.0,False,10,465,709,1749862874.5704222
-0.01,1,0.05,0.0,False,9,450,710,1749862874.5708432
-0.01,1,0.05,0.0,False,11,473,711,1749862874.571305
-0.01,1,0.05,0.0,False,6,418,712,1749862874.571697
-35.76000000000158,5000,0.05,0.0,True,11,424,713,1749863199.839721
-36.830000000001384,5000,0.05,0.0,True,10,417,714,1749863199.8406847
-40.44000000000091,5000,0.05,0.0,True,7,356,715,1749863199.8411372
-36.86000000000138,5000,0.05,0.0,True,10,414,716,1749863199.8415527
-38.030000000000946,5000,0.05,0.0,True,9,397,717,1749863199.841954
-38.04000000000133,5000,0.05,0.0,True,9,396,718,1749863199.8423858
-36.85000000000137,5000,0.05,0.0,True,10,415,719,1749863199.84281
-39.080000000000595,5000,0.05,0.0,True,8,392,720,1749863199.843241
-0.01,1,0.05,0.0,False,11,424,721,1749863199.9153976
-0.01,1,0.05,0.0,False,10,417,722,1749863199.9163053
-0.01,1,0.05,0.0,False,7,356,723,1749863199.9167178
-0.01,1,0.05,0.0,False,10,414,724,1749863199.9171023
-0.01,1,0.05,0.0,False,9,397,725,1749863199.9174747
-0.01,1,0.05,0.0,False,9,396,726,1749863199.9178736
-0.01,1,0.05,0.0,False,10,415,727,1749863199.9182801
-0.01,1,0.05,0.0,False,8,392,728,1749863199.918653
-34.64000000000209,5000,0.05,0.0,True,12,436,729,1749863547.978874
-36.720000000001384,5000,0.05,0.0,True,10,428,730,1749863547.9804816
-36.580000000001576,5000,0.05,0.0,True,10,442,731,1749863547.9809947
-38.84000000000111,5000,0.05,0.0,True,8,416,732,1749863547.9814093
-36.51000000000121,5000,0.05,0.0,True,10,449,733,1749863547.9818118
-37.83000000000133,5000,0.05,0.0,True,9,417,734,1749863547.982259
-36.600000000001614,5000,0.05,0.0,True,10,440,735,1749863547.9826987
-34.66000000000209,5000,0.05,0.0,True,12,434,736,1749863547.983145
-0.01,1,0.05,0.0,False,12,436,737,1749863548.0547593
-0.01,1,0.05,0.0,False,10,428,738,1749863548.0558786
-0.01,1,0.05,0.0,False,10,442,739,1749863548.0563247
-0.01,1,0.05,0.0,False,8,416,740,1749863548.056702
-0.01,1,0.05,0.0,False,10,449,741,1749863548.0571342
-0.01,1,0.05,0.0,False,9,417,742,1749863548.0575333
-0.01,1,0.05,0.0,False,10,440,743,1749863548.0579183
-0.01,1,0.05,0.0,False,12,434,744,1749863548.0583105
-33.170000000002645,5000,0.05,0.0,True,13,483,745,1749863910.621087
-37.51000000000143,5000,0.05,0.0,True,9,449,746,1749863910.6221783
-34.3800000000024,5000,0.05,0.0,True,12,462,747,1749863910.6226602
-35.37000000000201,5000,0.05,0.0,True,11,463,748,1749863910.623083
-36.4700000000011,5000,0.05,0.0,True,10,453,749,1749863910.6234992
-35.29000000000186,5000,0.05,0.0,True,11,471,750,1749863910.6239479
-37.550000000001425,5000,0.05,0.0,True,9,445,751,1749863910.6245406
-36.44000000000125,5000,0.05,0.0,True,10,456,752,1749863910.6249945
-0.01,1,0.05,0.0,False,13,483,753,1749863910.6915877
-0.01,1,0.05,0.0,False,9,449,754,1749863910.692579
-0.01,1,0.05,0.0,False,12,462,755,1749863910.6931756
-0.01,1,0.05,0.0,False,11,463,756,1749863910.693666
-0.01,1,0.05,0.0,False,10,453,757,1749863910.6940882
-0.01,1,0.05,0.0,False,11,471,758,1749863910.6946394
-0.01,1,0.05,0.0,False,9,445,759,1749863910.6951475
-0.01,1,0.05,0.0,False,10,456,760,1749863910.695733
-32.54000000000297,5000,0.05,0.0,True,14,446,761,1749864240.9348884
-36.83000000000082,5000,0.05,0.0,True,10,417,762,1749864240.9359088
-36.680000000001414,5000,0.05,0.0,True,10,432,763,1749864240.9364076
-34.71000000000216,5000,0.05,0.0,True,12,429,764,1749864240.9368403
-38.12000000000084,5000,0.05,0.0,True,9,388,765,1749864240.937266
-35.74000000000156,5000,0.05,0.0,True,11,426,766,1749864240.9376848
-34.670000000001785,5000,0.05,0.0,True,12,433,767,1749864240.938136
-38.89000000000092,5000,0.05,0.0,True,8,411,768,1749864240.9386542
