loss,mean_q_value,max_q_value,mean_target_q,td_error,grad_norm,learning_rate,step,timestamp
0.0017146340105682611,1.184219479560852,1.210067629814148,1.4445164203643799,0.18356186151504517,0.0009562222930981079,0.0005,40400,1749848094.2641375
0.0015472988598048687,1.1847255229949951,1.217138648033142,1.4662431478500366,0.17991913855075836,0.001789250922216354,0.0005,40600,1749848095.7225897
0.0012178507167845964,1.1839253902435303,1.2124488353729248,1.4062094688415527,0.1418331265449524,0.0013754419560427777,0.0005,40800,1749848097.1747684
0.0015565082430839539,1.1856677532196045,1.2129629850387573,1.4602463245391846,0.1876024603843689,0.000965043700489332,0.0005,41000,1749848098.6452644
0.001546600484289229,1.2024562358856201,1.230541706085205,1.5100935697555542,0.18752148747444153,0.0012030534162477124,0.0005,41200,1749848100.1104088
0.0012009748024865985,1.2030069828033447,1.232802152633667,1.4281673431396484,0.14384451508522034,0.002346837216464337,0.0005,41400,1749848101.5740767
0.0014285969082266092,1.2016441822052002,1.226150393486023,1.5035319328308105,0.1749587059020996,0.0009743289556354284,0.0005,41600,1749848103.0419238
0.0014670640230178833,1.2002028226852417,1.224806547164917,1.5049347877502441,0.1825234591960907,0.0009120748909481335,0.0005,41800,1749848104.6712432
0.0019465915393084288,1.2004127502441406,1.226130723953247,1.5644075870513916,0.22491632401943207,0.002106664818711579,0.0005,42000,1749848106.1505606
0.0016085004899650812,1.2141666412353516,1.2403920888900757,1.5424836874008179,0.19896528124809265,0.0008741809942875989,0.0005,42200,1749848107.6219804
0.0012318919179961085,1.2125725746154785,1.239180326461792,1.4737756252288818,0.15577943623065948,0.0011933961177419405,0.0005,42400,1749848109.0943897
0.0012824544683098793,1.213649034500122,1.2398988008499146,1.426964521408081,0.15860888361930847,0.002875145568395965,0.0005,42600,1749848110.5606658
0.0014115700032562017,1.211870789527893,1.237410545349121,1.5231143236160278,0.18495385348796844,0.0008922942506615072,0.0005,42800,1749848112.0407772
0.0014976023230701685,1.215589165687561,1.238630771636963,1.5325181484222412,0.19399899244308472,0.001102660413380363,0.0005,43000,1749848111.060935
0.0015289976727217436,1.2270405292510986,1.251003384590149,1.493854284286499,0.2012830376625061,0.0019775959226535633,0.0005,43200,1749848112.5441709
0.0012399060651659966,1.2205963134765625,1.2417296171188354,1.4734432697296143,0.16157963871955872,0.0010871848826354835,0.0005,43400,1749848114.0305536
0.0013674560468643904,1.2219643592834473,1.2419068813323975,1.5121145248413086,0.18614205718040466,0.0008522850403096527,0.0005,43600,1749848115.5482686
0.001508881337940693,1.224128007888794,1.2444649934768677,1.555589199066162,0.2056436836719513,0.0014397633713087998,0.0005,43800,1749848117.0609202
0.0016463820356875658,1.2230241298675537,1.2454133033752441,1.532910943031311,0.23012356460094452,0.0018629771329869982,0.0005,44000,1749848118.5772436
0.0014723853673785925,1.2343432903289795,1.2578773498535156,1.5432342290878296,0.20623475313186646,0.0006417204876925098,0.0005,44200,1749848120.137305
0.001230247667990625,1.232685923576355,1.2562751770019531,1.5334131717681885,0.16998064517974854,0.0007672019874007674,0.0005,44400,1749848121.6295464
0.001374207204207778,1.2330594062805176,1.2560536861419678,1.4818180799484253,0.19671157002449036,0.0006932802007213468,0.0005,44600,1749848123.1299767
0.0014323642244562507,1.2317308187484741,1.252739429473877,1.5442473888397217,0.20647111535072327,0.000950820945945452,0.0005,44800,1749848124.6282854
0.0013851302210241556,1.230405330657959,1.25034761428833,1.524733304977417,0.2029743790626526,0.0010540992061578436,0.0005,45000,1749848126.1391442
0.0010408133966848254,1.2400466203689575,1.2601314783096313,1.4951896667480469,0.14840824902057648,0.0019101937286905013,0.0005,45200,1749848127.6793904
0.0011374599998816848,1.234543800354004,1.2536869049072266,1.5187866687774658,0.16392642259597778,0.0012971507640031632,0.0005,45400,1749848129.169798
0.0015023848973214626,1.2335659265518188,1.2528091669082642,1.5887218713760376,0.2118585705757141,0.001947746452060528,0.0005,45600,1749848130.6535234
0.0012182284845039248,1.2344611883163452,1.2577455043792725,1.5341947078704834,0.18131515383720398,0.0010150183661608025,0.0005,45800,1749848132.1596959
0.001602057833224535,1.2339247465133667,1.2580920457839966,1.575353980064392,0.2372824251651764,0.00154551577361417,0.0005,46000,1749848133.637478
0.001208246685564518,1.2434625625610352,1.2667385339736938,1.5500606298446655,0.1841462254524231,0.0010532002934269258,0.0005,46200,1749848135.141969
0.0012388450559228659,1.2404783964157104,1.2608187198638916,1.514237642288208,0.19300609827041626,0.00046583077892137226,0.0005,46400,1749848136.6988037
0.0012767785228788853,1.242185354232788,1.2632789611816406,1.598799467086792,0.19711725413799286,0.001267576995815034,0.0005,46600,1749848138.1970668
0.0012284258846193552,1.239522933959961,1.2607855796813965,1.5416359901428223,0.19177031517028809,0.0008461660218017641,0.0005,46800,1749848139.7280467
0.0010899995686486363,1.2409782409667969,1.2620620727539062,1.490936517715454,0.1659826636314392,0.0013874922078684904,0.0005,47000,1749848141.2279983
